順位,選手名,チーム,打率,試合,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,敬遠,死球,三振,併殺打,出塁率,長打率,year
128,武内　晋一,ヤクルト,0.244,52,94,82,7,20,3,0,1,26,3,1,1,0,0,7,0,4,14,4,0.333,0.317,2012
134,フェルナンデス,楽天,0.243,129,489,440,30,107,19,1,3,137,51,2,3,0,3,44,1,2,67,11,0.313,0.311,2012
134,藤田　一也,DeNA,0.243,46,126,111,7,27,3,1,0,32,7,1,1,5,1,8,0,1,9,2,0.298,0.288,2012
136,堂林　翔太,広島,0.242,144,554,488,60,118,25,4,14,193,45,5,2,5,3,44,2,14,150,8,0.321,0.395,2012
136,後藤　光尊,オリックス,0.242,131,546,520,52,126,21,0,4,159,43,3,2,1,6,14,0,5,74,8,0.266,0.306,2012
136,赤松　真人,広島,0.242,76,246,207,22,50,6,0,3,65,15,18,2,16,1,18,0,4,33,4,0.313,0.314,2012
136,加治前　竜一,巨人,0.242,47,68,62,1,15,2,0,0,17,8,1,0,1,1,4,0,0,11,1,0.284,0.274,2012
140,廣瀬　純,広島,0.241,102,337,294,25,71,11,1,6,102,33,0,0,7,1,24,2,11,55,3,0.321,0.347,2012
140,寺内　崇幸,巨人,0.241,103,225,191,22,46,5,1,1,56,5,11,2,13,2,16,0,3,43,6,0.307,0.293,2012
140,草野　大輔,楽天,0.241,24,65,58,5,14,2,0,1,19,6,0,1,1,0,3,1,3,10,0,0.313,0.328,2012
143,石原　慶幸,広島,0.24,77,250,217,22,52,15,0,1,70,22,0,1,9,1,22,5,1,37,7,0.311,0.323,2012
143,横山　徹也,オリックス,0.24,15,27,25,1,6,0,0,0,6,1,0,0,1,0,1,0,0,5,0,0.269,0.24,2012
145,中田　翔,日本ハム,0.239,144,606,547,79,131,25,1,24,230,77,5,4,0,4,50,1,5,101,8,0.307,0.42,2012
145,サブロー,ロッテ,0.239,137,560,476,52,114,28,0,7,163,52,0,0,0,4,78,1,2,105,12,0.346,0.342,2012
145,高橋　由伸,巨人,0.239,130,442,368,30,88,17,0,8,129,56,2,3,1,4,61,4,8,77,14,0.356,0.351,2012
145,小久保　裕紀,ソフトバンク,0.239,103,357,331,20,79,11,0,4,102,34,0,0,3,3,20,0,0,67,6,0.28,0.308,2012
145,西川　遥輝,日本ハム,0.239,71,155,134,22,32,6,1,2,46,13,7,0,7,0,14,0,0,34,0,0.311,0.343,2012
145,日高　剛,オリックス,0.239,52,122,117,4,28,5,1,1,38,8,0,0,1,1,3,0,0,33,1,0.256,0.325,2012
151,今宮　健太,ソフトバンク,0.238,126,343,307,24,73,8,1,2,89,14,8,4,21,2,10,0,3,75,2,0.267,0.29,2012
151,金城　龍彦,DeNA,0.238,129,331,294,29,70,11,0,3,90,18,2,1,3,2,26,0,6,37,1,0.311,0.306,2012
151,ニック,広島,0.238,52,204,181,19,43,8,0,9,78,24,0,0,0,0,22,1,1,42,4,0.324,0.431,2012
151,三ツ俣　大樹,オリックス,0.238,9,23,21,2,5,2,0,0,7,0,0,0,1,0,1,0,0,6,0,0.273,0.333,2012
155,内村　賢介,DeNA,0.237,77,289,236,30,56,6,0,0,62,18,18,4,21,1,31,0,0,40,4,0.325,0.263,2012
156,エドガー,巨人,0.236,57,190,174,13,41,12,0,4,65,19,0,2,1,1,13,0,1,46,6,0.291,0.374,2012
156,亀井　義行,巨人,0.236,60,117,110,12,26,7,3,2,45,11,0,0,2,0,4,1,1,13,3,0.27,0.409,2012
158,杉谷　拳士,日本ハム,0.235,58,133,115,11,27,3,1,2,38,12,4,2,8,2,7,0,1,18,1,0.28,0.33,2012
159,柴田　講平,阪神,0.234,73,157,128,13,30,3,1,0,35,2,4,3,11,1,16,0,1,23,1,0.322,0.273,2012
160,ブラゼル,阪神,0.233,98,295,275,21,64,11,0,12,111,43,0,0,0,0,18,0,2,72,16,0.285,0.404,2012
160,上本　達之,西武,0.233,74,130,116,10,27,3,0,2,36,11,0,3,2,1,10,0,1,31,2,0.297,0.31,2012
162,スレッジ,日本ハム,0.232,47,152,138,12,32,7,1,5,56,23,0,0,0,0,12,0,2,47,2,0.303,0.406,2012
163,中村　剛也,西武,0.231,123,498,432,54,100,16,1,27,199,79,2,3,0,1,56,1,9,125,11,0.331,0.461,2012
163,松井　佑介,中日,0.231,42,67,65,5,15,4,0,1,22,6,0,1,2,0,0,0,0,13,0,0.231,0.338,2012
165,菊池　涼介,広島,0.229,63,234,201,21,46,5,1,2,59,12,4,2,25,1,6,0,1,42,5,0.254,0.294,2012
165,坂　克彦,阪神,0.229,18,38,35,2,8,2,0,0,10,6,0,1,1,0,2,0,0,8,2,0.27,0.286,2012
165,宮崎　祐樹,オリックス,0.229,11,37,35,3,8,2,0,2,16,6,1,1,0,0,2,0,0,13,0,0.27,0.457,2012
168,小谷野　栄一,日本ハム,0.228,134,550,478,31,109,20,1,3,140,39,6,2,40,1,27,0,4,72,8,0.275,0.293,2012
168,谷繁　元信,中日,0.228,134,458,386,15,88,14,0,5,117,32,0,1,14,2,52,3,4,67,15,0.324,0.303,2012
168,坂口　智隆,オリックス,0.228,40,165,158,7,36,2,1,0,40,8,2,2,2,0,5,0,0,13,0,0.252,0.253,2012
168,中村　晃,ソフトバンク,0.228,39,63,57,6,13,2,0,0,15,3,2,2,2,1,3,0,0,5,0,0.262,0.263,2012
172,金子　誠,日本ハム,0.227,103,311,277,21,63,18,0,0,81,22,1,4,17,2,15,0,0,53,2,0.265,0.292,2012
172,ガルシア,楽天,0.227,77,296,269,20,61,12,0,7,94,30,0,1,0,2,23,0,2,65,6,0.291,0.349,2012
172,迎　祐一郎,広島,0.227,55,145,128,10,29,4,0,2,39,11,1,1,4,1,10,0,2,14,3,0.291,0.305,2012
172,坂田　遼,西武,0.227,16,50,44,4,10,0,0,0,10,3,0,0,2,0,4,0,0,12,1,0.292,0.227,2012
172,南　竜介,ロッテ,0.227,11,29,22,1,5,1,0,0,6,2,1,0,1,0,6,0,0,7,0,0.393,0.273,2012
177,中村　真人,楽天,0.226,25,59,53,5,12,2,0,1,17,6,0,0,4,0,2,0,0,8,0,0.255,0.321,2012
178,牧田　明久,楽天,0.225,123,425,378,38,85,11,1,9,125,53,5,7,10,4,23,1,9,49,11,0.283,0.331,2012
178,片岡　易之,西武,0.225,52,231,204,26,46,6,1,2,60,19,8,7,7,4,15,0,1,30,6,0.277,0.294,2012
180,大引　啓次,オリックス,0.224,110,432,352,39,79,12,1,6,111,20,6,1,28,3,46,0,3,74,8,0.317,0.315,2012
180,渡辺　直人,DeNA,0.224,70,213,174,19,39,4,0,0,43,10,2,4,5,0,24,0,10,27,1,0.351,0.247,2012
180,荻野　貴司,ロッテ,0.224,61,187,165,18,37,5,0,1,45,8,13,3,6,0,11,0,5,17,0,0.293,0.273,2012
180,桧山　進次郎,阪神,0.224,67,69,58,0,13,1,0,0,14,6,0,0,0,1,8,2,2,13,3,0.333,0.241,2012
180,小山　桂司,楽天,0.224,22,65,58,4,13,1,0,0,14,6,0,1,2,2,3,0,0,15,1,0.254,0.241,2012
185,サラサー,DeNA,0.222,13,30,27,1,6,1,0,0,7,1,0,0,0,0,3,0,0,5,0,0.3,0.259,2012
185,斉藤　彰吾,西武,0.222,29,27,27,2,6,2,0,0,8,0,0,3,0,0,0,0,0,11,0,0.222,0.296,2012
185,石川　貢,西武,0.222,7,10,9,1,2,0,0,0,2,0,2,0,0,0,0,0,1,2,0,0.3,0.222,2012
185,新田　玄気,ヤクルト,0.222,8,9,9,0,2,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0.222,0.222,2012
185,大島　裕行,西武,0.222,5,9,9,1,2,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0.222,0.333,2012
190,松中　信彦,ソフトバンク,0.221,65,164,136,10,30,2,0,4,44,13,1,0,0,0,26,2,2,26,1,0.354,0.324,2012
190,北川　博敏,オリックス,0.221,59,159,140,9,31,6,0,1,40,11,0,0,0,2,17,0,0,23,3,0.302,0.286,2012
192,鵜久森　淳志,日本ハム,0.219,20,37,32,4,7,0,0,4,19,6,0,0,1,0,4,0,0,9,0,0.306,0.594,2012
193,筒香　嘉智,DeNA,0.218,108,446,386,31,84,16,3,10,136,45,1,2,2,5,51,1,2,102,4,0.309,0.352,2012
193,小島　脩平,オリックス,0.218,29,91,87,8,19,0,0,0,19,2,1,1,1,0,3,0,0,19,2,0.244,0.218,2012
193,藤本　敦士,ヤクルト,0.218,66,88,78,4,17,2,1,0,21,3,0,0,0,0,10,0,0,12,1,0.307,0.269,2012
196,野中　信吾,オリックス,0.217,74,149,120,22,26,3,2,0,33,7,12,6,16,0,11,0,2,20,2,0.293,0.275,2012
197,平田　良介,中日,0.216,91,301,269,28,58,4,1,11,97,32,1,0,1,2,28,1,1,59,9,0.29,0.361,2012
198,井手　正太郎,DeNA,0.214,11,30,28,2,6,2,0,2,14,3,0,0,0,0,2,0,0,2,2,0.267,0.5,2012
198,野原　将志,阪神,0.214,5,14,14,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0.214,0.214,2012
200,梶本　勇介,オリックス,0.213,42,67,61,7,13,3,2,0,20,5,0,2,2,1,3,0,0,17,0,0.246,0.328,2012
201,関本　賢太郎,阪神,0.212,91,124,99,9,21,1,0,1,25,12,0,0,5,0,17,0,3,23,0,0.345,0.253,2012
202,高谷　裕亮,ソフトバンク,0.211,64,144,133,8,28,8,0,0,36,10,1,1,3,1,7,0,0,25,2,0.248,0.271,2012
202,浅井　良,阪神,0.211,62,86,76,6,16,3,0,0,19,9,0,0,5,2,3,0,0,15,2,0.235,0.25,2012
202,栗原　健太,広島,0.211,21,84,76,5,16,0,0,0,16,5,0,0,0,2,6,0,0,15,1,0.262,0.211,2012
202,英智,中日,0.211,53,24,19,5,4,0,0,0,4,0,1,1,3,0,1,0,1,4,0,0.286,0.211,2012
206,堂上　直倫,中日,0.21,116,182,167,5,35,8,0,0,43,11,1,0,8,1,5,1,1,34,6,0.236,0.257,2012
206,ルイーズ,DeNA,0.21,32,65,62,5,13,2,0,2,21,5,0,0,0,0,3,0,0,20,4,0.246,0.339,2012
208,山崎　武司,中日,0.209,90,215,191,9,40,13,0,1,56,13,1,0,0,2,18,1,4,44,5,0.288,0.293,2012
208,古城　茂幸,巨人,0.209,65,149,129,12,27,4,1,0,33,8,2,0,6,2,12,3,0,28,5,0.273,0.256,2012
208,岩村　明憲,楽天,0.209,26,79,67,9,14,6,0,1,23,5,0,0,0,1,11,0,0,10,0,0.316,0.343,2012
208,吉村　裕基,DeNA,0.209,25,72,67,4,14,3,0,2,23,7,0,1,0,0,5,0,0,22,0,0.264,0.343,2012
208,小窪　哲也,広島,0.209,25,52,43,3,9,3,0,0,12,2,0,0,7,0,1,0,1,6,1,0.244,0.279,2012
213,森田　一成,阪神,0.208,11,30,24,3,5,1,1,0,8,4,0,0,0,1,5,0,0,4,0,0.333,0.333,2012
213,柳田　殖生,中日,0.208,29,26,24,3,5,0,0,0,5,2,0,0,0,0,0,0,2,6,1,0.269,0.208,2012
215,齋藤　俊雄,オリックス,0.207,51,107,92,5,19,3,0,0,22,6,1,0,13,0,1,0,1,34,2,0.223,0.239,2012
215,米野　智人,西武,0.207,32,64,58,3,12,1,0,1,16,6,0,0,1,0,4,0,1,17,1,0.27,0.276,2012
215,李　杜軒,ソフトバンク,0.207,15,33,29,3,6,3,0,1,12,3,0,0,0,0,4,0,0,8,2,0.303,0.414,2012
215,カブレラ,ソフトバンク,0.207,8,29,29,1,6,1,0,1,10,3,0,0,0,0,0,0,0,10,0,0.207,0.345,2012
219,伊藤　光,オリックス,0.205,66,197,176,11,36,9,0,0,45,10,0,0,12,4,5,0,0,48,2,0.222,0.256,2012
219,田中　雅彦,ロッテ,0.205,50,95,83,10,17,2,0,0,19,8,1,0,4,0,7,1,1,17,2,0.275,0.229,2012
221,松山　竜平,広島,0.204,48,146,137,4,28,4,0,0,32,7,1,0,0,0,8,0,1,13,3,0.253,0.234,2012
221,中村　一生,オリックス,0.204,62,60,54,8,11,4,0,1,18,6,0,1,2,1,2,0,1,24,0,0.241,0.333,2012
221,高山　久,西武,0.204,35,57,54,6,11,1,0,1,15,4,1,0,0,0,3,0,0,16,0,0.246,0.278,2012
224,高橋　信二,オリックス,0.202,28,93,89,4,18,3,0,2,27,12,0,0,0,0,4,1,0,15,3,0.237,0.303,2012
225,伊志嶺　翔大,ロッテ,0.2,24,64,60,8,12,2,0,0,14,1,1,1,1,0,3,0,0,14,1,0.238,0.233,2012
225,谷　哲也,中日,0.2,11,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2012
225,荒木　貴裕,ヤクルト,0.2,6,5,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2,0.2,2012
228,大松　尚逸,ロッテ,0.198,89,275,258,15,51,9,0,5,75,22,0,0,3,3,9,0,2,46,7,0.228,0.291,2012
228,山崎　勝己,ソフトバンク,0.198,85,98,86,6,17,6,0,0,23,2,0,0,6,0,6,0,0,22,0,0.25,0.267,2012
230,鈴木　郁洋,オリックス,0.197,41,77,66,6,13,1,0,0,14,1,0,1,3,0,8,0,0,16,3,0.284,0.212,2012
230,會澤　翼,広島,0.197,28,70,66,4,13,3,0,0,16,2,0,1,0,0,2,0,2,7,2,0.243,0.242,2012
232,ボウカー,巨人,0.196,69,204,184,12,36,10,1,3,57,10,2,0,2,0,16,2,2,54,3,0.267,0.31,2012
232,藤井　淳志,中日,0.196,54,62,56,5,11,2,0,0,13,3,1,1,1,1,4,0,0,13,1,0.246,0.232,2012
234,倉　義和,広島,0.195,70,160,133,9,26,6,0,1,35,15,1,0,8,0,14,0,5,20,6,0.296,0.263,2012
235,炭谷　銀仁朗,西武,0.194,139,414,360,23,70,12,1,0,84,23,0,2,35,1,17,0,1,74,9,0.232,0.233,2012
236,小池　正晃,DeNA,0.192,88,155,130,20,25,4,0,3,38,19,0,0,6,1,10,0,8,31,5,0.289,0.292,2012
236,近藤　健介,日本ハム,0.192,20,30,26,2,5,0,0,0,5,2,0,0,1,1,2,0,0,5,1,0.241,0.192,2012
238,星　秀和,西武,0.19,71,115,100,12,19,4,1,1,28,9,3,0,11,1,3,0,0,16,0,0.212,0.28,2012
239,鶴岡　一成,DeNA,0.189,102,229,201,9,38,8,1,1,51,15,0,0,8,1,19,3,0,39,4,0.258,0.254,2012
239,實松　一成,巨人,0.189,58,92,74,6,14,3,0,2,23,5,0,0,6,0,9,2,3,26,0,0.302,0.311,2012
239,福田　秀平,ソフトバンク,0.189,63,55,53,12,10,1,0,0,11,5,13,0,1,0,1,0,0,18,0,0.204,0.208,2012
239,山崎　浩司,オリックス,0.189,35,44,37,6,7,1,1,0,10,1,1,1,3,0,4,0,0,7,0,0.268,0.27,2012
239,松元　ユウイチ,ヤクルト,0.189,21,40,37,1,7,0,0,0,7,1,0,0,0,0,3,0,0,3,3,0.25,0.189,2012
244,竹原　直隆,オリックス,0.186,34,107,97,7,18,3,0,4,33,10,0,0,0,3,6,0,1,28,3,0.234,0.34,2012
245,俊介,阪神,0.185,82,74,65,10,12,0,0,0,12,4,1,1,6,1,2,0,0,14,1,0.206,0.185,2012
246,縞田　拓弥,オリックス,0.182,28,51,44,2,8,2,0,0,10,2,0,0,5,0,2,0,0,11,0,0.217,0.227,2012
246,金子　圭輔,ソフトバンク,0.182,41,13,11,7,2,0,0,0,2,0,3,1,1,0,1,0,0,0,1,0.25,0.182,2012
248,梶谷　隆幸,DeNA,0.179,80,252,223,17,40,5,3,2,57,11,5,8,7,0,21,0,1,61,4,0.253,0.256,2012
248,城島　健司,阪神,0.179,24,42,39,4,7,1,0,0,8,5,0,0,0,1,2,2,0,4,4,0.214,0.205,2012
248,山崎　憲晴,DeNA,0.179,18,30,28,4,5,0,1,0,7,0,0,0,1,0,1,0,0,7,1,0.207,0.25,2012
251,嶋　重宣,西武,0.176,27,82,74,2,13,2,0,1,18,7,0,1,0,1,7,0,0,11,1,0.244,0.243,2012
251,飯山　裕志,日本ハム,0.176,85,74,68,7,12,1,0,0,13,2,1,0,4,0,1,0,1,17,1,0.2,0.191,2012
251,福田　永将,中日,0.176,49,53,51,2,9,1,0,1,13,2,0,1,0,0,1,0,1,20,0,0.208,0.255,2012
251,小斉　祐輔,楽天,0.176,11,20,17,2,3,1,0,1,7,5,0,0,1,2,0,0,0,3,0,0.158,0.412,2012
255,一輝,DeNA,0.175,56,62,57,6,10,1,0,0,11,2,0,0,0,0,4,0,1,21,1,0.242,0.193,2012
256,ハーパー,楽天,0.174,19,51,46,2,8,2,0,0,10,1,0,0,0,0,3,0,2,16,1,0.255,0.217,2012
256,ディアス,中日,0.174,21,26,23,1,4,0,0,0,4,1,0,0,0,0,3,0,0,12,0,0.269,0.174,2012
258,大野　奨太,日本ハム,0.171,70,159,140,7,24,4,0,2,34,11,0,2,9,0,8,0,2,30,2,0.227,0.243,2012
258,アレン,ソフトバンク,0.171,12,36,35,4,6,1,0,0,7,1,0,0,0,0,1,0,0,13,0,0.194,0.2,2012
260,高城　俊人,DeNA,0.17,45,122,106,6,18,3,0,0,21,0,0,0,4,0,5,1,7,33,6,0.254,0.198,2012
261,原　拓也,西武,0.168,86,138,113,12,19,4,0,0,23,3,1,0,7,1,14,0,3,22,1,0.275,0.204,2012
261,内村　賢介,楽天,0.168,55,131,113,10,19,1,1,0,22,12,8,1,11,0,6,0,1,23,0,0.217,0.195,2012
263,石井　琢朗,広島,0.167,31,47,42,2,7,1,0,0,8,2,0,0,0,0,5,0,0,4,1,0.255,0.19,2012
263,伊志嶺　忠,楽天,0.167,11,28,24,3,4,1,0,0,5,1,0,0,1,0,3,0,0,5,0,0.259,0.208,2012
263,今浪　隆博,日本ハム,0.167,13,18,18,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.167,0.167,2012
263,城所　龍磨,ソフトバンク,0.167,73,13,12,9,2,0,0,0,2,1,10,1,1,0,0,0,0,7,0,0.167,0.167,2012
263,内藤　雄太,DeNA,0.167,8,7,6,0,1,0,1,0,3,3,0,0,0,0,1,0,0,1,0,0.286,0.5,2012
263,工藤　隆人,ロッテ,0.167,24,6,6,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.167,0.167,2012
263,辻　俊哉,オリックス,0.167,5,6,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.167,0.167,2012
263,高口　隆行,巨人,0.167,4,6,6,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0.167,0.333,2012
271,白濱　裕太,広島,0.164,35,72,61,3,10,1,0,0,11,5,0,0,5,0,6,3,0,19,2,0.239,0.18,2012
272,飯原　誉士,ヤクルト,0.161,50,103,93,6,15,4,0,1,22,6,1,0,2,1,7,0,0,13,5,0.218,0.237,2012
273,安達　了一,オリックス,0.159,50,103,88,8,14,5,0,0,19,4,2,2,6,2,7,0,0,23,0,0.216,0.216,2012
274,榎本　葵,楽天,0.158,16,22,19,3,3,0,1,0,5,0,0,0,0,0,3,0,0,1,0,0.273,0.263,2012
274,加藤　健,巨人,0.158,13,20,19,1,3,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0.2,0.158,2012
276,細川　亨,ソフトバンク,0.157,92,217,185,5,29,3,0,2,38,13,0,1,21,2,8,0,1,50,1,0.194,0.205,2012
277,定岡　卓摩,楽天,0.156,16,37,32,4,5,3,0,0,8,2,0,0,2,0,3,0,0,16,0,0.229,0.25,2012
278,高橋　周平,中日,0.155,41,73,71,5,11,1,0,2,18,3,0,0,0,0,2,0,0,18,2,0.178,0.254,2012
279,森山　周,オリックス,0.154,18,27,26,2,4,0,0,0,4,0,1,0,0,0,1,0,0,2,1,0.185,0.154,2012
279,中西　健太,ソフトバンク,0.154,8,15,13,3,2,0,0,1,5,1,0,0,1,0,1,0,0,3,0,0.214,0.385,2012
281,テレーロ,楽天,0.153,34,121,111,8,17,2,0,1,22,7,2,0,0,1,7,0,2,30,0,0.215,0.198,2012
282,小笠原　道大,巨人,0.152,34,99,92,4,14,3,0,0,17,4,0,0,1,1,5,0,0,22,1,0.194,0.185,2012
282,木村　昇吾,広島,0.152,71,55,46,10,7,2,0,0,9,2,1,1,4,0,3,0,2,7,4,0.235,0.196,2012
282,由田　慎太郎,オリックス,0.152,20,36,33,2,5,1,0,0,6,1,0,0,1,1,1,0,0,3,0,0.171,0.182,2012
285,横川　史学,楽天,0.15,11,22,20,1,3,0,0,0,3,1,1,0,0,0,2,0,0,7,0,0.227,0.15,2012
286,小宮山　慎二,阪神,0.148,72,171,149,6,22,1,0,1,26,4,0,0,9,0,11,2,2,32,4,0.216,0.174,2012
286,伊藤　隼太,阪神,0.148,22,56,54,2,8,1,0,1,12,5,0,1,0,0,2,0,0,18,0,0.179,0.222,2012
288,加藤　政義,日本ハム,0.143,20,36,28,6,4,0,0,1,7,2,0,0,3,1,4,0,0,8,0,0.242,0.25,2012
288,星　孝典,西武,0.143,29,23,21,2,3,0,0,0,3,0,0,0,1,0,0,0,1,4,0,0.182,0.143,2012
288,野原　祐也,阪神,0.143,3,8,7,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0.25,0.143,2012
288,福川　将和,ヤクルト,0.143,7,7,7,1,1,0,0,1,4,2,0,0,0,0,0,0,0,4,0,0.143,0.571,2012
288,林　威助,阪神,0.143,6,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.143,0.143,2012
293,赤田　将吾,オリックス,0.139,26,76,72,8,10,1,2,1,18,5,1,0,0,0,4,0,0,22,0,0.184,0.25,2012
294,駿太,オリックス,0.138,32,31,29,6,4,0,0,0,4,0,0,0,2,0,0,0,0,9,2,0.138,0.138,2012
295,西田　哲朗,楽天,0.136,20,27,22,2,3,0,0,0,3,1,0,0,3,0,1,0,1,4,0,0.208,0.136,2012
296,平尾　博嗣,西武,0.133,12,16,15,0,2,0,0,0,2,2,0,0,0,0,1,0,0,3,1,0.188,0.133,2012
297,細谷　圭,ロッテ,0.13,19,28,23,2,3,1,0,1,7,3,0,1,1,1,3,0,0,10,1,0.222,0.304,2012
298,岩舘　学,日本ハム,0.129,24,33,31,3,4,0,0,2,10,3,0,0,1,0,0,0,1,4,0,0.156,0.323,2012
299,黒羽根　利規,DeNA,0.125,61,119,112,6,14,4,0,0,18,5,0,0,2,1,4,1,0,26,3,0.154,0.161,2012
299,青野　毅,ロッテ,0.125,15,20,16,2,2,0,0,0,2,0,0,0,2,0,1,0,1,3,0,0.222,0.125,2012
299,啓二朗,DeNA,0.125,18,10,8,3,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0.125,0.125,2012
302,鬼崎　裕司,西武,0.118,57,22,17,4,2,0,1,0,4,0,0,0,3,0,2,0,0,4,0,0.211,0.235,2012
302,塀内　久雄,ロッテ,0.118,61,20,17,1,2,0,1,0,4,2,0,1,2,0,0,0,1,4,0,0.167,0.235,2012
304,中島　卓也,日本ハム,0.114,105,82,70,9,8,0,0,0,8,0,2,0,11,0,1,0,0,17,0,0.127,0.114,2012
305,村田　和哉,日本ハム,0.111,15,10,9,3,1,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0.2,0.111,2012
306,田中　大輔,中日,0.105,15,19,19,0,2,1,0,0,3,1,0,0,0,0,0,0,0,4,1,0.105,0.158,2012
307,岩崎　達郎,中日,0.1,36,24,20,5,2,0,0,0,2,1,0,0,2,0,2,0,0,3,1,0.182,0.1,2012
307,岡崎　太一,阪神,0.1,19,13,10,2,1,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0.182,0.1,2012
309,隠善　智也,巨人,0.095,22,25,21,0,2,0,0,0,2,1,0,0,0,0,4,0,0,4,0,0.24,0.095,2012
310,佐藤　友亮,西武,0.071,12,16,14,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0.071,0.071,2012
311,永江　恭平,西武,0.037,27,34,27,0,1,0,0,0,1,0,0,0,7,0,0,0,0,11,0,0.037,0.037,2012
312,阿部　真宏,西武,0.0,14,18,14,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,2,0.067,0.0,2012
312,早坂　圭介,ロッテ,0.0,68,13,11,12,0,0,0,0,0,0,2,1,1,0,1,1,0,5,0,0.083,0.0,2012
312,中谷　将大,阪神,0.0,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,2012
312,市川　友也,巨人,0.0,5,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.125,0.0,2012
312,前田　章宏,中日,0.0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2012
312,中谷　仁,巨人,0.0,5,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,2012
312,松井　雅人,中日,0.0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.333,0.0,2012
312,高濱　卓也,ロッテ,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2012
312,渡辺　正人,ロッテ,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2012
312,清水　誉,阪神,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2012
312,水田　圭介,ヤクルト,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2012
312,仲澤　忠厚,ソフトバンク,0.0,9,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,2012
312,新沼　慎二,DeNA,0.0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2012
312,田上　秀則,ソフトバンク,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2012
312,北　篤,DeNA,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2012
312,小池　翔大,ロッテ,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2012
312,林崎　遼,西武,0.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2012
312,田代　将太郎,西武,0.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2012
312,中嶋　聡,日本ハム,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2012
312,黒瀬　春樹,阪神,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2012
312,上村　和裕,広島,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2012
312,大原　淳也,DeNA,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2012
312,福元　淳史,ソフトバンク,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2012
1,田代　将太郎,西武,1.0,8,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2013
2,浅沼　寿紀,日本ハム,0.5,6,4,4,3,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.5,0.5,2013
3,坂口　真規,巨人,0.4,7,10,10,3,4,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0.4,0.4,2013
3,下水流　昂,広島,0.4,2,5,5,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0.4,0.4,2013
5,前田　智徳,広島,0.364,12,12,11,0,4,0,0,0,4,4,0,0,0,0,0,0,1,2,0,0.417,0.364,2013
